1,1,3,215527.56,16050.0,7.4500999999999999,1997-05-03 00:00:00.000,2017-05-31 00:00:00.000,0,
2,2,3,228150.0,13500.0,7.0743999999999998,1995-06-02 00:00:00.000,2015-06-30 00:00:00.000,0,
3,3,3,264200.0,13905.0,7.1696,1996-08-09 00:00:00.000,2016-08-31 00:00:00.000,2,
4,4,3,302880.0,18825.0,7.2286000000000001,1997-01-10 00:00:00.000,2017-01-31 00:00:00.000,0,
5,5,3,185325.0,13905.0,7.1279000000000003,1996-07-06 00:00:00.000,2016-07-31 00:00:00.000,0,
6,6,3,182609.0,13903.0,6.4503000000000004,1998-12-10 00:00:00.000,2020-12-31 00:00:00.000,0,
7,7,3,335000.0,15120.0,6.7199999999999998,2001-05-30 00:00:00.000,2021-05-31 00:00:00.000,0,
8,8,3,271350.0,13905.0,7.0568,1998-12-11 00:00:00.000,2018-12-31 00:00:00.000,0,
9,9,3,341000.03999999998,13905.0,6.7150999999999996,1997-06-13 00:00:00.000,2017-06-30 00:00:00.000,0,
10,10,3,236542.0,13905.0,6.6387999999999998,1999-08-13 00:00:00.000,2019-08-31 00:00:00.000,0,
11,11,1,238636.0,10908.0,6.4496000000000002,1999-11-10 00:00:00.000,2034-01-31 00:00:00.000,0,
12,12,3,182760.0,13500.0,7.0975000000000001,1994-11-11 00:00:00.000,2019-11-30 00:00:00.000,0,
13,13,3,139947.0,13000.0,6.7606999999999999,1994-01-15 00:00:00.000,2019-01-31 00:00:00.000,0,
14,14,3,225060.0,13905.0,6.8499999999999996,1999-03-18 00:00:00.000,2019-03-31 00:00:00.000,0,
15,15,3,174999.95999999999,12544.0,6.5,1993-04-02 00:00:00.000,2018-04-30 00:00:00.000,0,
16,16,3,266868.0,15120.0,6.8499999999999996,1999-12-04 00:00:00.000,2019-12-31 00:00:00.000,2,
17,17,3,167400.0,13500.0,6.7295999999999996,1994-10-29 00:00:00.000,2019-10-31 00:00:00.000,0,
18,18,1,124000.0,10752.0,5.7674000000000003,1997-06-06 00:00:00.000,2017-06-05 00:00:00.000,0,
19,19,1,219789.0,11500.0,6.5606,2000-11-16 00:00:00.000,2020-11-15 00:00:00.000,0,
20,20,3,356400.0,12000.0,6.4996,2008-02-18 00:00:00.000,2028-03-01 00:00:00.000,0,
21,21,3,407004.0,14490.0,7.1092000000000004,2001-10-05 00:00:00.000,2026-10-31 00:00:00.000,0,
22,22,3,365000.0,15795.0,7.0530999999999997,2000-11-10 00:00:00.000,2025-11-30 00:00:00.000,0,
23,23,3,295317.0,15120.0,6.3094000000000001,2001-01-19 00:00:00.000,2028-07-31 00:00:00.000,0,
24,24,1,217791.0,10055.0,6.4055999999999997,2003-03-17 00:00:00.000,2024-01-31 00:00:00.000,0,
25,25,3,300000.0,14820.0,6.383,2006-03-01 00:00:00.000,2031-02-28 00:00:00.000,0,
26,26,1,224656.0,11200.0,6.2404000000000002,1998-09-05 00:00:00.000,2028-09-04 00:00:00.000,0,
27,27,3,303862.0,18000.0,6.4996999999999998,1999-01-26 00:00:00.000,2024-01-31 00:00:00.000,0,
28,28,3,303421.0,14490.0,6.5,2002-10-12 00:00:00.000,2027-10-31 00:00:00.000,0,
29,29,1,324891.0,11140.0,6.9481000000000002,1999-10-01 00:00:00.000,2019-09-30 00:00:00.000,0,
30,30,3,182000.0,13500.0,6.8499999999999996,1996-02-11 00:00:00.000,2016-02-29 00:00:00.000,0,
31,31,3,284000.0,15120.0,7.3574999999999999,1999-09-12 00:00:00.000,2019-09-30 00:00:00.000,0,
32,32,3,215000.0,13905.0,6.8037999999999998,1999-07-03 00:00:00.000,2026-12-31 00:00:00.000,0,
33,33,1,214997.0,10908.0,6.5849000000000002,1997-10-13 00:00:00.000,2017-10-12 00:00:00.000,0,
